部門コード,部門略称,得意先コード,得意先略称,所属会社コード,所属会社略称,発地方面１コード,発地方面１名称,発地方面２コード,発地方面２名称,発地コード,発地略称,着地方面１コード,着地方面１名称,着地方面２コード,着地方面２名称,着地コード,着地略称,品名コード,品名略称,単位コード,単位略称,車種コード,車種略称,適用日FROM,適用日TO,請求単価金額区分,請求単価金額区分名称,請求単価,請求基本料,請求付帯料金１,請求付帯料金２,請求付帯料金３,請求付帯料金４,請求付帯料金５,支払単価金額区分,支払単価金額区分名称,支払単価,支払基本料,支払付帯料金１,支払付帯料金２,支払付帯料金３,支払付帯料金４,支払付帯料金５,使用停止フラグ,登録日,登録時刻,登録社員コード,更新日,更新時刻,更新社員コード
"01","東京営業所","00051     0100000","吉田化学","00000000000100000","","0000","","0000","","0005179","光村印刷","0000","","0000","","000000000000","","0051","ソーダ","00","","000","","20000101","99999999","1","金額","0","0","0","0","0","0","0","1","金額","0","0","0","0","0","0","0","0","20181129","161104","000003","20181129","161104","000003"
"01","東京営業所","00051     0100000","吉田化学","00000000000100000","","0000","","0000","","0005143","ひかり工業","0000","","0000","","000000000000","","0053","ハイポ","00","","000","","20000101","99999999","1","金額","0","0","0","0","0","0","0","1","金額","0","0","0","0","0","0","0","0","20181018","100225","000003","20181018","100225","000003"
"01","東京営業所","00051     0100000","吉田化学","00000000000100000","","0000","","0000","","0005126","日本航空電子工業","0000","","0000","","000000000000","","0051","ソーダ","00","","000","","20000101","99999999","1","金額","0","0","0","0","0","0","0","1","金額","0","0","0","0","0","0","0","0","20181206","142805","000003","20181206","142805","000003"
"01","東京営業所","00051     0100000","吉田化学","00000000000100000","","0000","","0000","","0005098","チクマ","0000","","0000","","000000000000","","0051","ソーダ","00","","000","","20000101","99999999","1","金額","0","0","0","0","0","0","0","1","金額","0","0","0","0","0","0","0","0","20180829","105520","000003","20180829","105520","000003"
"01","東京営業所","00051     0100000","吉田化学","00000000000100000","","0000","","0000","","0005091","大日本印刷　上福岡","0000","","0000","","000000000000","","0051","ソーダ","00","","000","","20000101","99999999","1","金額","0","0","0","0","0","0","0","1","金額","0","0","0","0","0","0","0","0","20180829","105721","000003","20180829","105721","000003"
"01","東京営業所","00051     0100000","吉田化学","00000000000100000","","0000","","0000","","0005008","伊勢化学（一宮）","0000","","0000","","000000000000","","0051","ソーダ","00","","000","","20000101","99999999","1","金額","0","0","0","880","0","0","0","1","金額","0","0","0","0","0","0","0","0","20181031","150514","000003","20181031","150514","000003"
"01","東京営業所","00051     0100000","吉田化学","00000000000100000","","0000","","0000","","0005002","吉田化学（株茨城工場","0000","","0000","","000000000000","","0051","ソーダ","00","","000","","20000101","99999999","1","金額","0","0","0","10360","0","0","0","1","金額","0","0","0","0","0","0","0","0","20180718","230157","SYSTEM","20181218","162829","000003"
"01","東京営業所","00051     0100000","吉田化学","00000000000100000","","0000","","0000","","0005002","吉田化学（株茨城工場","0000","","0000","","000000000000","","0053","ハイポ","00","","000","","20000101","99999999","1","金額","0","0","0","7270","0","0","0","1","金額","0","0","0","0","0","0","0","0","20180718","230157","SYSTEM","20181205","113806","000003"
"01","東京営業所","00051     0100000","吉田化学","00000000000100000","","0000","","0000","","0005002","吉田化学（株茨城工場","0000","","0000","","000000000000","","0059","炭酸カリ液","00","","000","","20000101","99999999","1","金額","0","0","0","4620","0","0","0","1","金額","0","0","0","0","0","0","0","0","20181121","111639","000003","20181218","114900","000003"
"01","東京営業所","00051     0100000","吉田化学","00000000000100000","","0000","","0000","","0005002","吉田化学（株茨城工場","0000","","0000","","000000000000","","0058","炭酸カリウム","00","","000","","20000101","99999999","1","金額","0","0","0","4940","0","0","0","1","金額","0","0","0","0","0","0","0","0","20180828","132702","000003","20181212","092529","000003"
"01","東京営業所","00051     0100000","吉田化学","00000000000100000","","0000","","0000","","0005002","吉田化学（株茨城工場","0000","","0000","","000000000000","","0056","ｱｯｼｭｸﾘｰﾝ","00","","000","","20000101","99999999","1","金額","0","0","0","0","0","0","0","1","金額","0","0","0","0","0","0","0","0","20180920","155438","000003","20180927","100112","000003"
"01","東京営業所","00051     0100000","吉田化学","00000000000100000","","0000","","0000","","0005001","吉田化学㈱本社工場","0000","","0000","","000000000000","","0051","ソーダ","00","","000","","20000101","99999999","1","金額","0","0","0","0","0","0","0","1","金額","0","0","0","0","0","0","0","0","20180718","230157","SYSTEM","20181219","153415","000003"
"01","東京営業所","00051     0100000","吉田化学","00000000000100000","","0000","","0000","","0005001","吉田化学㈱本社工場","0000","","0000","","000000000000","","0053","ハイポ","00","","000","","20000101","99999999","1","金額","0","36480","0","0","0","0","0","1","金額","0","0","0","0","0","0","0","0","20180718","230157","SYSTEM","20181219","144014","000003"
"01","東京営業所","00051     0100000","吉田化学","00000000000100000","","0000","","0000","","0005001","吉田化学㈱本社工場","0000","","0000","","000000000000","","0056","ｱｯｼｭｸﾘｰﾝ","00","","000","","20000101","99999999","1","金額","0","17120","0","0","0","0","0","0","単価","0","0","0","0","0","0","0","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"01","東京営業所","00051     0100000","吉田化学","00000000000100000","","0000","","0000","","0005001","吉田化学㈱本社工場","0000","","0000","","000000000000","","0059","炭酸カリ液","00","","000","","20000101","99999999","1","金額","0","0","0","5680","0","0","0","1","金額","0","0","0","0","0","0","0","0","20180828","150812","000003","20181005","104054","000003"
"01","東京営業所","00051     0100000","吉田化学","00000000000100000","","0000","","0000","","0009001","西船車庫","0000","","0000","","000000000000","","0051","ソーダ","00","","000","","20000101","99999999","1","金額","0","9600","0","0","0","0","0","0","単価","0","0","0","0","0","0","0","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"01","東京営業所","00051     0100000","吉田化学","00000000000100000","","0000","","0000","","0005257","大井北換気所","0000","","0000","","000000000000","","0051","ソーダ","00","","000","","20000101","99999999","1","金額","0","0","0","0","0","0","0","1","金額","0","0","0","0","0","0","0","0","20181212","144752","000003","20181212","144752","000003"
"01","東京営業所","00051     0100000","吉田化学","00000000000100000","","0000","","0000","","0005250","伊勢BDプラント","0000","","0000","","000000000000","","0051","ソーダ","00","","000","","20000101","99999999","1","金額","0","0","0","0","0","0","0","1","金額","0","0","0","0","0","0","0","0","20181101","140650","000003","20181101","140650","000003"
"01","東京営業所","00051     0100000","吉田化学","00000000000100000","","0000","","0000","","0005246","フルヤ金属　土浦","0000","","0000","","000000000000","","0051","ソーダ","00","","000","","20000101","99999999","1","金額","0","0","0","0","0","0","0","1","金額","0","0","0","0","0","0","0","0","20181206","142544","000003","20181206","142544","000003"
"01","東京営業所","00051     0100000","吉田化学","00000000000100000","","0000","","0000","","0005233","川口市・朝日環境","0000","","0000","","000000000000","","0053","ハイポ","00","","000","","20000101","99999999","1","金額","0","0","0","0","0","0","0","1","金額","0","0","0","0","0","0","0","0","20181203","113725","000003","20181203","113725","000003"
"01","東京営業所","00051     0100000","吉田化学","00000000000100000","","0000","","0000","","0005233","川口市・朝日環境","0000","","0000","","000000000000","","0051","ソーダ","00","","000","","20000101","99999999","1","金額","0","0","0","0","0","0","0","1","金額","0","0","0","0","0","0","0","0","20181107","144148","000003","20181107","144148","000003"
"01","東京営業所","00051     0100000","吉田化学","00000000000100000","","0000","","0000","","0005226","ダイワ化成","0000","","0000","","000000000000","","0051","ソーダ","00","","000","","20000101","99999999","1","金額","0","0","0","0","0","0","0","1","金額","0","0","0","0","0","0","0","0","20181005","163259","000003","20181005","163259","000003"
